Équipement,Type,Geo Point,Geo Shape,Arrondissement,COG,Code_postal
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.31533915789033, 5.451945409661747","{""coordinates"": [5.451945409661747, 43.31533915789033], ""type"": ""Point""}",Marseille 12,13212,13012
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.30368509410085, 5.472015809775446","{""coordinates"": [5.472015809775446, 43.30368509410085], ""type"": ""Point""}",Marseille 12,13212,13012
SALLES NON SPÉCIALISÉES,"Sports, loisirs et culture","43.30722741116153, 5.448450357382404","{""coordinates"": [5.448450357382404, 43.30722741116153], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.29927253509419, 5.416212043750795","{""coordinates"": [5.416212043750795, 43.29927253509419], ""type"": ""Point""}",Marseille 12,13212,13012
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.313945423629484, 5.414381155152872","{""coordinates"": [5.414381155152872, 43.313945423629484], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.30324479176811, 5.441173823939916","{""coordinates"": [5.441173823939916, 43.30324479176811], ""type"": ""Point""}",Marseille 12,13212,13012
"BANQUE,CAISSE D’ÉPARGNE",Services aux particuliers,"43.31329374209888, 5.463412213294167","{""coordinates"": [5.463412213294167, 43.31329374209888], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.30950310692782, 5.437657212433563","{""coordinates"": [5.437657212433563, 43.30950310692782], ""type"": ""Point""}",Marseille 12,13212,13012
FLEURISTE-JARDINERIE-ANIMALERIE,Commerces,"43.30175102828717, 5.428875629648704","{""coordinates"": [5.428875629648704, 43.30175102828717], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.307344418869604, 5.418346580801652","{""coordinates"": [5.418346580801652, 43.307344418869604], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30826059012246, 5.426588207142546","{""coordinates"": [5.426588207142546, 43.30826059012246], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.31241138432103, 5.448373522390044","{""coordinates"": [5.448373522390044, 43.31241138432103], ""type"": ""Point""}",Marseille 12,13212,13012
ÉCOLE MATERNELLE,Enseignement,"43.30042001509767, 5.4282554318368","{""coordinates"": [5.4282554318368, 43.30042001509767], ""type"": ""Point""}",Marseille 12,13212,13012
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.30582157632768, 5.440253295869833","{""coordinates"": [5.440253295869833, 43.30582157632768], ""type"": ""Point""}",Marseille 12,13212,13012
PSYCHOLOGUE,Santé,"43.30377465742988, 5.426916714975698","{""coordinates"": [5.426916714975698, 43.30377465742988], ""type"": ""Point""}",Marseille 12,13212,13012
BOULODROME,"Sports, loisirs et culture","43.3033927865646, 5.418899252026297","{""coordinates"": [5.418899252026297, 43.3033927865646], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN DE CHAUSSURES,Commerces,"43.30769636861266, 5.437449067306479","{""coordinates"": [5.437449067306479, 43.30769636861266], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN D’OPTIQUE,Commerces,"43.31814677066069, 5.423344519819178","{""coordinates"": [5.423344519819178, 43.31814677066069], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.31854027239396, 5.424018058727055","{""coordinates"": [5.424018058727055, 43.31854027239396], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.314599888611575, 5.411954572535814","{""coordinates"": [5.411954572535814, 43.314599888611575], ""type"": ""Point""}",Marseille 12,13212,13012
SERVICES FUNÉRAIRES,Services aux particuliers,"43.3089332254794, 5.438766461343282","{""coordinates"": [5.438766461343282, 43.3089332254794], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.313412136932705, 5.43886019576246","{""coordinates"": [5.43886019576246, 43.313412136932705], ""type"": ""Point""}",Marseille 12,13212,13012
PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,"Sports, loisirs et culture","43.296602825331234, 5.447460713668599","{""coordinates"": [5.447460713668599, 43.296602825331234], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.30553104936993, 5.421123409658601","{""coordinates"": [5.421123409658601, 43.30553104936993], ""type"": ""Point""}",Marseille 12,13212,13012
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.298092251415824, 5.430926886405457","{""coordinates"": [5.430926886405457, 43.298092251415824], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.30380553470277, 5.451470886429964","{""coordinates"": [5.451470886429964, 43.30380553470277], ""type"": ""Point""}",Marseille 12,13212,13012
PSYCHOMOTRICIEN,Santé,"43.318940608959075, 5.458976855220528","{""coordinates"": [5.458976855220528, 43.318940608959075], ""type"": ""Point""}",Marseille 12,13212,13012
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.305724803704074, 5.418289729271361","{""coordinates"": [5.418289729271361, 43.305724803704074], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.307249928086, 5.473869537356522","{""coordinates"": [5.473869537356522, 43.307249928086], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.3172111788696, 5.463584576589834","{""coordinates"": [5.463584576589834, 43.3172111788696], ""type"": ""Point""}",Marseille 12,13212,13012
PROTECTION DE L’ENFANCE - ACTION ÉDUCATIVE,Santé,"43.313576649070285, 5.444685961329248","{""coordinates"": [5.444685961329248, 43.313576649070285], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.29567282962819, 5.429909394271006","{""coordinates"": [5.429909394271006, 43.29567282962819], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.29820906788339, 5.420059369633353","{""coordinates"": [5.420059369633353, 43.29820906788339], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.31336728194455, 5.461487660449681","{""coordinates"": [5.461487660449681, 43.31336728194455], ""type"": ""Point""}",Marseille 12,13212,13012
PHARMACIE,Santé,"43.30837652282506, 5.436629672982678","{""coordinates"": [5.436629672982678, 43.30837652282506], ""type"": ""Point""}",Marseille 12,13212,13012
SPÉCIALISTE EN PSYCHIATRIE,Santé,"43.313329161763136, 5.469220853937268","{""coordinates"": [5.469220853937268, 43.313329161763136], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.30393094542648, 5.41725549056531","{""coordinates"": [5.41725549056531, 43.30393094542648], ""type"": ""Point""}",Marseille 12,13212,13012
SPÉCIALISTE EN STOMATOLOGIE,Santé,"43.31781337579121, 5.459699283739736","{""coordinates"": [5.459699283739736, 43.31781337579121], ""type"": ""Point""}",Marseille 12,13212,13012
SAGE-FEMME,Santé,"43.30377465742988, 5.426916714975698","{""coordinates"": [5.426916714975698, 43.30377465742988], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29914841052588, 5.428692299481927","{""coordinates"": [5.428692299481927, 43.29914841052588], ""type"": ""Point""}",Marseille 12,13212,13012
PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,"Sports, loisirs et culture","43.3024322366876, 5.432425236708042","{""coordinates"": [5.432425236708042, 43.3024322366876], ""type"": ""Point""}",Marseille 12,13212,13012
ORTHOPHONISTE,Santé,"43.299989722898495, 5.432929927981733","{""coordinates"": [5.432929927981733, 43.299989722898495], ""type"": ""Point""}",Marseille 12,13212,13012
SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE,Santé,"43.29592093540184, 5.443290722083368","{""coordinates"": [5.443290722083368, 43.29592093540184], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.31237282804311, 5.430175483294256","{""coordinates"": [5.430175483294256, 43.31237282804311], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.31580692880686, 5.455643357312725","{""coordinates"": [5.455643357312725, 43.31580692880686], ""type"": ""Point""}",Marseille 12,13212,13012
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.31781648163765, 5.444328494099947","{""coordinates"": [5.444328494099947, 43.31781648163765], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.30752049638579, 5.467540958419814","{""coordinates"": [5.467540958419814, 43.30752049638579], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30827397620169, 5.434430398155305","{""coordinates"": [5.434430398155305, 43.30827397620169], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30606417486195, 5.453660751156208","{""coordinates"": [5.453660751156208, 43.30606417486195], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.32216771398502, 5.435692810736996","{""coordinates"": [5.435692810736996, 43.32216771398502], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29567282962819, 5.429909394271006","{""coordinates"": [5.429909394271006, 43.29567282962819], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN DE VÊTEMENTS,Commerces,"43.29903354041207, 5.419693876639727","{""coordinates"": [5.419693876639727, 43.29903354041207], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.31057276776084, 5.425333281302875","{""coordinates"": [5.425333281302875, 43.31057276776084], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.29550253296214, 5.423413136351956","{""coordinates"": [5.423413136351956, 43.29550253296214], ""type"": ""Point""}",Marseille 12,13212,13012
ORTHOPHONISTE,Santé,"43.30238020295268, 5.415136497514641","{""coordinates"": [5.415136497514641, 43.30238020295268], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.30400629861712, 5.416296454698613","{""coordinates"": [5.416296454698613, 43.30400629861712], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.30353420954891, 5.431568443566477","{""coordinates"": [5.431568443566477, 43.30353420954891], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.31314790057775, 5.465387901994292","{""coordinates"": [5.465387901994292, 43.31314790057775], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.30413385428472, 5.451546341562715","{""coordinates"": [5.451546341562715, 43.30413385428472], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.31509593482593, 5.41468941666264","{""coordinates"": [5.41468941666264, 43.31509593482593], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.320838743984076, 5.432155412275086","{""coordinates"": [5.432155412275086, 43.320838743984076], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.32067737013469, 5.438827660885987","{""coordinates"": [5.438827660885987, 43.32067737013469], ""type"": ""Point""}",Marseille 12,13212,13012
PRESSING-LAVERIE AUTOMATIQUE,Services aux particuliers,"43.31823890691014, 5.424413383937323","{""coordinates"": [5.424413383937323, 43.31823890691014], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.308707254995866, 5.437728191411734","{""coordinates"": [5.437728191411734, 43.308707254995866], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.309809000539396, 5.435406007855497","{""coordinates"": [5.435406007855497, 43.309809000539396], ""type"": ""Point""}",Marseille 12,13212,13012
SUPÉRETTE,Commerces,"43.32058303209449, 5.433676105357741","{""coordinates"": [5.433676105357741, 43.32058303209449], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.306903175366855, 5.450466344812614","{""coordinates"": [5.450466344812614, 43.306903175366855], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.30883755123378, 5.468874152565206","{""coordinates"": [5.468874152565206, 43.30883755123378], ""type"": ""Point""}",Marseille 12,13212,13012
PÉDICURE-PODOLOGUE,Santé,"43.314896421516494, 5.43806636815095","{""coordinates"": [5.43806636815095, 43.314896421516494], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.30348526697418, 5.417299897732618","{""coordinates"": [5.417299897732618, 43.30348526697418], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.289991092873585, 5.485253213039554","{""coordinates"": [5.485253213039554, 43.289991092873585], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.29086781874571, 5.517986351388148","{""coordinates"": [5.517986351388148, 43.29086781874571], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.283037938831825, 5.454849190307477","{""coordinates"": [5.454849190307477, 43.283037938831825], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.29050209833289, 5.434445321498389","{""coordinates"": [5.434445321498389, 43.29050209833289], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.3014454769254, 5.51055513720018","{""coordinates"": [5.51055513720018, 43.3014454769254], ""type"": ""Point""}",Marseille 11,13211,13011
PÉDICURE-PODOLOGUE,Santé,"43.28828813292843, 5.462814614243444","{""coordinates"": [5.462814614243444, 43.28828813292843], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’OPTIQUE,Commerces,"43.29067624765869, 5.47573829789063","{""coordinates"": [5.47573829789063, 43.29067624765869], ""type"": ""Point""}",Marseille 11,13211,13011
SALLES SPÉCIALISÉES,"Sports, loisirs et culture","43.28630412123132, 5.471308060412679","{""coordinates"": [5.471308060412679, 43.28630412123132], ""type"": ""Point""}",Marseille 11,13211,13011
PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,"Sports, loisirs et culture","43.299213476676556, 5.48724849774041","{""coordinates"": [5.48724849774041, 43.299213476676556], ""type"": ""Point""}",Marseille 11,13211,13011
ORTHOPHONISTE,Santé,"43.30163361246499, 5.51957317052726","{""coordinates"": [5.51957317052726, 43.30163361246499], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.280841980736035, 5.502648888880398","{""coordinates"": [5.502648888880398, 43.280841980736035], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.29482564375527, 5.511860704366102","{""coordinates"": [5.511860704366102, 43.29482564375527], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.29404820780688, 5.43293181031926","{""coordinates"": [5.43293181031926, 43.29404820780688], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.291006988697, 5.432814950880508","{""coordinates"": [5.432814950880508, 43.291006988697], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.29609528020102, 5.466460181584794","{""coordinates"": [5.466460181584794, 43.29609528020102], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.2942665052511, 5.435746312836518","{""coordinates"": [5.435746312836518, 43.2942665052511], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.303469014583435, 5.516611065647979","{""coordinates"": [5.516611065647979, 43.303469014583435], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.3026264493342, 5.528567438300223","{""coordinates"": [5.528567438300223, 43.3026264493342], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.28107053306827, 5.493589290847892","{""coordinates"": [5.493589290847892, 43.28107053306827], ""type"": ""Point""}",Marseille 11,13211,13011
PHARMACIE,Santé,"43.29676617113961, 5.484869515410334","{""coordinates"": [5.484869515410334, 43.29676617113961], ""type"": ""Point""}",Marseille 11,13211,13011
INFORMATION TOURISTIQUE,Tourisme,"43.294154194933895, 5.439648003239648","{""coordinates"": [5.439648003239648, 43.294154194933895], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.287750202766816, 5.445326940851879","{""coordinates"": [5.445326940851879, 43.287750202766816], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28571660510211, 5.442532898731188","{""coordinates"": [5.442532898731188, 43.28571660510211], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.28915186212149, 5.466322490110268","{""coordinates"": [5.466322490110268, 43.28915186212149], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.30215148927849, 5.523573523597479","{""coordinates"": [5.523573523597479, 43.30215148927849], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.29646948994511, 5.486060827239221","{""coordinates"": [5.486060827239221, 43.29646948994511], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29410601264534, 5.497896926524113","{""coordinates"": [5.497896926524113, 43.29410601264534], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.28752552106562, 5.426741662432299","{""coordinates"": [5.426741662432299, 43.28752552106562], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE CHAUSSURES,Commerces,"43.29394835946143, 5.480421922504518","{""coordinates"": [5.480421922504518, 43.29394835946143], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.287342986143734, 5.431406596091167","{""coordinates"": [5.431406596091167, 43.287342986143734], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.29231718896084, 5.442848602639081","{""coordinates"": [5.442848602639081, 43.29231718896084], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.29904872556812, 5.455749883274343","{""coordinates"": [5.455749883274343, 43.29904872556812], ""type"": ""Point""}",Marseille 11,13211,13011
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.296099988848766, 5.465149349156812","{""coordinates"": [5.465149349156812, 43.296099988848766], ""type"": ""Point""}",Marseille 11,13211,13011
SALLES DE COMBAT,"Sports, loisirs et culture","43.28535124876101, 5.481469005245778","{""coordinates"": [5.481469005245778, 43.28535124876101], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28347056369333, 5.500661425674631","{""coordinates"": [5.500661425674631, 43.28347056369333], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.301932774159276, 5.506078758851892","{""coordinates"": [5.506078758851892, 43.301932774159276], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.298598842970726, 5.477453183387162","{""coordinates"": [5.477453183387162, 43.298598842970726], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’OPTIQUE,Commerces,"43.290075699424065, 5.477724206737675","{""coordinates"": [5.477724206737675, 43.290075699424065], ""type"": ""Point""}",Marseille 11,13211,13011
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.29056127756101, 5.479943687896702","{""coordinates"": [5.479943687896702, 43.29056127756101], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29193420820593, 5.498484194255865","{""coordinates"": [5.498484194255865, 43.29193420820593], ""type"": ""Point""}",Marseille 11,13211,13011
"BANQUE,CAISSE D’ÉPARGNE",Services aux particuliers,"43.29838405475096, 5.49874152335913","{""coordinates"": [5.49874152335913, 43.29838405475096], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.28925414467473, 5.441778195929284","{""coordinates"": [5.441778195929284, 43.28925414467473], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30086687326555, 5.510833209430295","{""coordinates"": [5.510833209430295, 43.30086687326555], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28959748925785, 5.457717435816761","{""coordinates"": [5.457717435816761, 43.28959748925785], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.298697389126225, 5.504711912546758","{""coordinates"": [5.504711912546758, 43.298697389126225], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.28899067031882, 5.46653945439949","{""coordinates"": [5.46653945439949, 43.28899067031882], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE DE TRAVAIL TEMPORAIRE,Services aux particuliers,"43.31152617120541, 5.507198761214227","{""coordinates"": [5.507198761214227, 43.31152617120541], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.307911636409, 5.511964197525594","{""coordinates"": [5.511964197525594, 43.307911636409], ""type"": ""Point""}",Marseille 11,13211,13011
PHARMACIE,Santé,"43.29203301770786, 5.446172659677882","{""coordinates"": [5.446172659677882, 43.29203301770786], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.28935418612559, 5.467725679818525","{""coordinates"": [5.467725679818525, 43.28935418612559], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE VÊTEMENTS,Commerces,"43.29014033604471, 5.458980748457144","{""coordinates"": [5.458980748457144, 43.29014033604471], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.284123205306265, 5.478390552640341","{""coordinates"": [5.478390552640341, 43.284123205306265], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.300177776037465, 5.51731952434476","{""coordinates"": [5.51731952434476, 43.300177776037465], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.297602075018126, 5.483116364761567","{""coordinates"": [5.483116364761567, 43.297602075018126], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.287550340621756, 5.450462612075874","{""coordinates"": [5.450462612075874, 43.287550340621756], ""type"": ""Point""}",Marseille 11,13211,13011
CINÉMA,"Sports, loisirs et culture","43.289408172226025, 5.480924819429173","{""coordinates"": [5.480924819429173, 43.289408172226025], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.289073468240474, 5.425985181901559","{""coordinates"": [5.425985181901559, 43.289073468240474], ""type"": ""Point""}",Marseille 11,13211,13011
MÉDECIN GÉNÉRALISTE,Santé,"43.304982192900255, 5.506317062772073","{""coordinates"": [5.506317062772073, 43.304982192900255], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.294825458784786, 5.453341556404765","{""coordinates"": [5.453341556404765, 43.294825458784786], ""type"": ""Point""}",Marseille 11,13211,13011
SERVICES FUNÉRAIRES,Services aux particuliers,"43.29645963961062, 5.439272154517871","{""coordinates"": [5.439272154517871, 43.29645963961062], ""type"": ""Point""}",Marseille 11,13211,13011
SPÉCIALISTE EN STOMATOLOGIE,Santé,"43.28856384064226, 5.456134354360881","{""coordinates"": [5.456134354360881, 43.28856384064226], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.284732971970065, 5.45233676514462","{""coordinates"": [5.45233676514462, 43.284732971970065], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28571257497885, 5.47976473738554","{""coordinates"": [5.47976473738554, 43.28571257497885], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.29615607253902, 5.481849013267944","{""coordinates"": [5.481849013267944, 43.29615607253902], ""type"": ""Point""}",Marseille 11,13211,13011
AMBULANCE,Santé,"43.29672810130754, 5.524568359314362","{""coordinates"": [5.524568359314362, 43.29672810130754], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.28610983180277, 5.452913231534934","{""coordinates"": [5.452913231534934, 43.28610983180277], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.288348580213594, 5.437859800533118","{""coordinates"": [5.437859800533118, 43.288348580213594], ""type"": ""Point""}",Marseille 11,13211,13011
ENTREPRISE GÉNÉRALE DU BÂTIMENT,Services aux particuliers,"43.303426868303156, 5.504550279492823","{""coordinates"": [5.504550279492823, 43.303426868303156], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE DE TRAVAIL TEMPORAIRE,Services aux particuliers,"43.29540081246539, 5.484315586720926","{""coordinates"": [5.484315586720926, 43.29540081246539], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE DE TRAVAIL TEMPORAIRE,Services aux particuliers,"43.29251501557634, 5.474580340798994","{""coordinates"": [5.474580340798994, 43.29251501557634], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’OPTIQUE,Commerces,"43.29672323615077, 5.475783676335184","{""coordinates"": [5.475783676335184, 43.29672323615077], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.295322540605525, 5.446985589281424","{""coordinates"": [5.446985589281424, 43.295322540605525], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE MEUBLES,Commerces,"43.30182879571054, 5.477786935112293","{""coordinates"": [5.477786935112293, 43.30182879571054], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.29735344703991, 5.459689341252548","{""coordinates"": [5.459689341252548, 43.29735344703991], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29614666666101, 5.489653270942218","{""coordinates"": [5.489653270942218, 43.29614666666101], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO,Commerces,"43.298598842970726, 5.477453183387162","{""coordinates"": [5.477453183387162, 43.298598842970726], ""type"": ""Point""}",Marseille 11,13211,13011
CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE,Santé,"43.28952380106027, 5.479267031532968","{""coordinates"": [5.479267031532968, 43.28952380106027], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.29599593640073, 5.486657978253231","{""coordinates"": [5.486657978253231, 43.29599593640073], ""type"": ""Point""}",Marseille 11,13211,13011
