Équipement,Type,Geo Point,Geo Shape,Arrondissement,COG,Code_postal
"BANQUE,CAISSE D’ÉPARGNE",Services aux particuliers,"43.2887011931325, 5.495134422637272","{""coordinates"": [5.495134422637272, 43.2887011931325], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.28489836826639, 5.445038470960995","{""coordinates"": [5.445038470960995, 43.28489836826639], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.28815333991643, 5.457128588492653","{""coordinates"": [5.457128588492653, 43.28815333991643], ""type"": ""Point""}",Marseille 11,13211,13011
PRESSING-LAVERIE AUTOMATIQUE,Services aux particuliers,"43.303131811775884, 5.479396908222685","{""coordinates"": [5.479396908222685, 43.303131811775884], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.2831988486821, 5.447597731994119","{""coordinates"": [5.447597731994119, 43.2831988486821], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.2931813745951, 5.452289491366419","{""coordinates"": [5.452289491366419, 43.2931813745951], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,Commerces,"43.30420225538068, 5.481414098233008","{""coordinates"": [5.481414098233008, 43.30420225538068], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28288619962246, 5.500556012149144","{""coordinates"": [5.500556012149144, 43.28288619962246], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.28871033256249, 5.433221822055968","{""coordinates"": [5.433221822055968, 43.28871033256249], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.290589518031496, 5.478712838901015","{""coordinates"": [5.478712838901015, 43.290589518031496], ""type"": ""Point""}",Marseille 11,13211,13011
RELAIS POSTE,Services aux particuliers,"43.28992320513453, 5.440371458286296","{""coordinates"": [5.440371458286296, 43.28992320513453], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.292535831685456, 5.446542918536744","{""coordinates"": [5.446542918536744, 43.292535831685456], ""type"": ""Point""}",Marseille 11,13211,13011
AMBULANCE,Santé,"43.288615286605335, 5.449494664719102","{""coordinates"": [5.449494664719102, 43.288615286605335], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29693022643668, 5.449495393322698","{""coordinates"": [5.449495393322698, 43.29693022643668], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE MEUBLES,Commerces,"43.288616329722686, 5.456937150368327","{""coordinates"": [5.456937150368327, 43.288616329722686], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30147525395486, 5.48027933945558","{""coordinates"": [5.48027933945558, 43.30147525395486], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.30114100305252, 5.510771949453818","{""coordinates"": [5.510771949453818, 43.30114100305252], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE CHAUSSURES,Commerces,"43.296375184759114, 5.477924686667028","{""coordinates"": [5.477924686667028, 43.296375184759114], ""type"": ""Point""}",Marseille 11,13211,13011
PÉDICURE-PODOLOGUE,Santé,"43.30371161186115, 5.474668082035397","{""coordinates"": [5.474668082035397, 43.30371161186115], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.30510884620199, 5.501891402153977","{""coordinates"": [5.501891402153977, 43.30510884620199], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.293864789435624, 5.449620708203661","{""coordinates"": [5.449620708203661, 43.293864789435624], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.288066639124814, 5.451515239933752","{""coordinates"": [5.451515239933752, 43.288066639124814], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.30163361246499, 5.51957317052726","{""coordinates"": [5.51957317052726, 43.30163361246499], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.28403291161442, 5.487731934765695","{""coordinates"": [5.487731934765695, 43.28403291161442], ""type"": ""Point""}",Marseille 11,13211,13011
HORLOGERIE-BIJOUTERIE,Commerces,"43.29344175300053, 5.480025562978867","{""coordinates"": [5.480025562978867, 43.29344175300053], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE CHAUSSURES,Commerces,"43.28777558048109, 5.425657450327352","{""coordinates"": [5.425657450327352, 43.28777558048109], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29619591181345, 5.48613799483102","{""coordinates"": [5.48613799483102, 43.29619591181345], ""type"": ""Point""}",Marseille 11,13211,13011
STATION-SERVICE,Commerces,"43.28601647563351, 5.426819832060087","{""coordinates"": [5.426819832060087, 43.28601647563351], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29505686540723, 5.480137050440583","{""coordinates"": [5.480137050440583, 43.29505686540723], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.28851484566259, 5.453323044522201","{""coordinates"": [5.453323044522201, 43.28851484566259], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.28835843469129, 5.507430002353199","{""coordinates"": [5.507430002353199, 43.28835843469129], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.2976554727602, 5.483459865258709","{""coordinates"": [5.483459865258709, 43.2976554727602], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.28563344954539, 5.473828848431599","{""coordinates"": [5.473828848431599, 43.28563344954539], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.289409050793545, 5.460492802980252","{""coordinates"": [5.460492802980252, 43.289409050793545], ""type"": ""Point""}",Marseille 11,13211,13011
SALLES DE REMISE EN FORME,"Sports, loisirs et culture","43.2925754685547, 5.474526504894199","{""coordinates"": [5.474526504894199, 43.2925754685547], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.29418330857565, 5.504434372414067","{""coordinates"": [5.504434372414067, 43.29418330857565], ""type"": ""Point""}",Marseille 11,13211,13011
PROTECTION DE L’ENFANCE - HÉBERGEMENT,Santé,"43.2901044258216, 5.441512599565318","{""coordinates"": [5.441512599565318, 43.2901044258216], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.29639969603469, 5.45816338628692","{""coordinates"": [5.45816338628692, 43.29639969603469], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.28568929317158, 5.480582989178335","{""coordinates"": [5.480582989178335, 43.28568929317158], ""type"": ""Point""}",Marseille 11,13211,13011
SALLES SPÉCIALISÉES,"Sports, loisirs et culture","43.28866518905696, 5.430300817833846","{""coordinates"": [5.430300817833846, 43.28866518905696], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.29623175431937, 5.459682397085929","{""coordinates"": [5.459682397085929, 43.29623175431937], ""type"": ""Point""}",Marseille 11,13211,13011
PARFUMERIE-COSMÉTIQUE,Commerces,"43.29979551197894, 5.477236466691617","{""coordinates"": [5.477236466691617, 43.29979551197894], ""type"": ""Point""}",Marseille 11,13211,13011
DIÉTÉTICIEN,Santé,"43.29501330013844, 5.489132906598829","{""coordinates"": [5.489132906598829, 43.29501330013844], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.303131811775884, 5.479396908222685","{""coordinates"": [5.479396908222685, 43.303131811775884], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.2855776061504, 5.444134691756171","{""coordinates"": [5.444134691756171, 43.2855776061504], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.28617389905058, 5.476044934710291","{""coordinates"": [5.476044934710291, 43.28617389905058], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.29360992551971, 5.49662728030775","{""coordinates"": [5.49662728030775, 43.29360992551971], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.29109527258012, 5.496503615332823","{""coordinates"": [5.496503615332823, 43.29109527258012], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.29413751850909, 5.435379730122888","{""coordinates"": [5.435379730122888, 43.29413751850909], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.28752552106562, 5.426741662432299","{""coordinates"": [5.426741662432299, 43.28752552106562], ""type"": ""Point""}",Marseille 11,13211,13011
ERGOTHÉRAPEUTE,Santé,"43.301853217645714, 5.514282301452352","{""coordinates"": [5.514282301452352, 43.301853217645714], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.29402154385083, 5.51291859385561","{""coordinates"": [5.51291859385561, 43.29402154385083], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30077954615842, 5.503548144699983","{""coordinates"": [5.503548144699983, 43.30077954615842], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.29696416268679, 5.483734564896109","{""coordinates"": [5.483734564896109, 43.29696416268679], ""type"": ""Point""}",Marseille 11,13211,13011
BOUCHERIE CHARCUTERIE,Commerces,"43.29610810121288, 5.486754736797535","{""coordinates"": [5.486754736797535, 43.29610810121288], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29237241499764, 5.425237008202361","{""coordinates"": [5.425237008202361, 43.29237241499764], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,Commerces,"43.30182879571054, 5.477786935112293","{""coordinates"": [5.477786935112293, 43.30182879571054], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28971862784305, 5.477443358142451","{""coordinates"": [5.477443358142451, 43.28971862784305], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.2916993894329, 5.427286079866571","{""coordinates"": [5.427286079866571, 43.2916993894329], ""type"": ""Point""}",Marseille 11,13211,13011
ORTHOPHONISTE,Santé,"43.305534682412016, 5.494144087972588","{""coordinates"": [5.494144087972588, 43.305534682412016], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28778200193587, 5.463303044035235","{""coordinates"": [5.463303044035235, 43.28778200193587], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,Commerces,"43.28994578591698, 5.483234760417822","{""coordinates"": [5.483234760417822, 43.28994578591698], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,Commerces,"43.28899067031882, 5.46653945439949","{""coordinates"": [5.46653945439949, 43.28899067031882], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,Commerces,"43.28933295870926, 5.438690647253149","{""coordinates"": [5.438690647253149, 43.28933295870926], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.29378950514602, 5.487864942307734","{""coordinates"": [5.487864942307734, 43.29378950514602], ""type"": ""Point""}",Marseille 11,13211,13011
SPÉCIALISTE EN PSYCHIATRIE,Santé,"43.29366008757593, 5.444316388172871","{""coordinates"": [5.444316388172871, 43.29366008757593], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ÉQUIPEMENTS DU FOYER,Commerces,"43.298287168339, 5.476353705812312","{""coordinates"": [5.476353705812312, 43.298287168339], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.297490808765346, 5.483297636856333","{""coordinates"": [5.483297636856333, 43.297490808765346], ""type"": ""Point""}",Marseille 11,13211,13011
PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,"Sports, loisirs et culture","43.28699264177127, 5.469929411634767","{""coordinates"": [5.469929411634767, 43.28699264177127], ""type"": ""Point""}",Marseille 11,13211,13011
CHIRURGIEN DENTISTE,Santé,"43.28959748925785, 5.457717435816761","{""coordinates"": [5.457717435816761, 43.28959748925785], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’OPTIQUE,Commerces,"43.289409050793545, 5.460492802980252","{""coordinates"": [5.460492802980252, 43.289409050793545], ""type"": ""Point""}",Marseille 11,13211,13011
PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,"Sports, loisirs et culture","43.28708347030017, 5.433799466027484","{""coordinates"": [5.433799466027484, 43.28708347030017], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,Commerces,"43.2842280566311, 5.44962787357144","{""coordinates"": [5.44962787357144, 43.2842280566311], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.29692902557436, 5.484934201213395","{""coordinates"": [5.484934201213395, 43.29692902557436], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.299740897321996, 5.511145228524693","{""coordinates"": [5.511145228524693, 43.299740897321996], ""type"": ""Point""}",Marseille 11,13211,13011
ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE),Santé,"43.28669276885193, 5.491985784926497","{""coordinates"": [5.491985784926497, 43.28669276885193], ""type"": ""Point""}",Marseille 11,13211,13011
MÉDECIN GÉNÉRALISTE,Santé,"43.29251501557634, 5.474580340798994","{""coordinates"": [5.474580340798994, 43.29251501557634], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.29251501557634, 5.474580340798994","{""coordinates"": [5.474580340798994, 43.29251501557634], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.295869255879325, 5.487434456212434","{""coordinates"": [5.487434456212434, 43.295869255879325], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.28085270548951, 5.502325742816847","{""coordinates"": [5.502325742816847, 43.28085270548951], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE VÊTEMENTS,Commerces,"43.30182879571054, 5.477786935112293","{""coordinates"": [5.477786935112293, 43.30182879571054], ""type"": ""Point""}",Marseille 11,13211,13011
DROGUERIE QUINCAILLERIE BRICOLAGE,Commerces,"43.296486661405666, 5.496217075296281","{""coordinates"": [5.496217075296281, 43.296486661405666], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.28151200545874, 5.442598729161303","{""coordinates"": [5.442598729161303, 43.28151200545874], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE CHAUSSURES,Commerces,"43.29067624765869, 5.47573829789063","{""coordinates"": [5.47573829789063, 43.29067624765869], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.28963328631104, 5.469328677799889","{""coordinates"": [5.469328677799889, 43.28963328631104], ""type"": ""Point""}",Marseille 11,13211,13011
BOUCHERIE CHARCUTERIE,Commerces,"43.298061587851514, 5.483094259759028","{""coordinates"": [5.483094259759028, 43.298061587851514], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.29163674198087, 5.463087500754134","{""coordinates"": [5.463087500754134, 43.29163674198087], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.30194366997998, 5.503861181926307","{""coordinates"": [5.503861181926307, 43.30194366997998], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.29440312306762, 5.492509272222453","{""coordinates"": [5.492509272222453, 43.29440312306762], ""type"": ""Point""}",Marseille 11,13211,13011
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.293864789435624, 5.449620708203661","{""coordinates"": [5.449620708203661, 43.293864789435624], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.29572710997364, 5.49874589781967","{""coordinates"": [5.49874589781967, 43.29572710997364], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.28667331487471, 5.429509729342956","{""coordinates"": [5.429509729342956, 43.28667331487471], ""type"": ""Point""}",Marseille 11,13211,13011
PSYCHOLOGUE,Santé,"43.29268560395066, 5.43538999063842","{""coordinates"": [5.43538999063842, 43.29268560395066], ""type"": ""Point""}",Marseille 11,13211,13011
